Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Daily Return,MA20,MA50,Volatility,Market Cap,datetime_utc,date,daily_return,return_lag_1,return_lag_2,return_lag_3,return_lag_5,ma_5,price_to_ma_5,ma_10,price_to_ma_10,ma_20,price_to_ma_20,volatility_20,volume_change,volume_ma_5,volume_to_ma_5,volume_ma_10,volume_to_ma_10,volume_ma_20,volume_to_ma_20,target_next_day_return
2012-01-03 05:00:00,8.794500350952148,8.973999977111816,8.77750015258789,8.951499938964844,8.951499938964844,102216000,0.0,0.0,,,,,1812206583808,2012-01-03 05:00:00+00:00,2012-01-03,,,,,,,,,,,,,,,,,,,,-0.008490221096045247
2012-01-04 05:00:00,8.96049976348877,9.024999618530272,8.803500175476074,8.875499725341797,8.875499725341797,84104000,0.0,0.0,-0.0084902210960452,,,,1812206583808,2012-01-04 05:00:00+00:00,2012-01-04,-0.008490221096045247,,,,,,,,,,,,-0.1771933943805275,,,,,,,0.0005633614552025268
2012-01-05 05:00:00,8.79699993133545,8.912500381469727,8.702500343322754,8.880499839782715,8.880499839782715,76182000,0.0,0.0,0.0005633614552025,,,,1812206583808,2012-01-05 05:00:00+00:00,2012-01-05,0.0005633614552025268,-0.008490221096045247,,,,,,,,,,,-0.09419290402358982,,,,,,,0.028151568550235817
2012-01-06 05:00:00,8.903499603271484,9.232500076293944,8.875,9.130499839782717,9.130499839782717,140168000,0.0,0.0,0.0281515685502355,,,,1812206583808,2012-01-06 05:00:00+00:00,2012-01-06,0.028151568550235817,0.0005633614552025268,-0.008490221096045247,,,,,,,,,,0.8399096899530072,,,,,,,-0.02217834655295914
2012-01-09 05:00:00,9.137999534606934,9.218500137329102,8.850000381469727,8.928000450134277,8.928000450134277,101138000,0.0,0.0,-0.022178346552959,,,,1812206583808,2012-01-09 05:00:00+00:00,2012-01-09,-0.02217834655295914,0.028151568550235817,0.0005633614552025268,-0.008490221096045247,,8.95319995880127,0.9971854187572098,,,,,,-0.27845157239883567,100761600.0,1.003735550050813,,,,,0.004368229785934874
2012-01-10 05:00:00,9.05500030517578,9.119999885559082,8.854999542236328,8.967000007629395,8.967000007629395,79716000,0.0,0.0,0.0043682297859348,,,,1812206583808,2012-01-10 05:00:00+00:00,2012-01-10,0.004368229785934874,-0.02217834655295914,0.028151568550235817,0.0005633614552025268,,8.956299972534179,1.0011946936936045,,,,,,-0.21180960667602677,96261600.0,0.8281183774215264,,,,,-0.002453475274501793
2012-01-11 05:00:00,8.982000350952148,9.03849983215332,8.909500122070312,8.944999694824219,8.944999694824219,62054000,0.0,0.0,-0.0024534752745017,,,,1812206583808,2012-01-11 05:00:00+00:00,2012-01-11,-0.002453475274501793,0.004368229785934874,-0.02217834655295914,0.028151568550235817,-0.008490221096045247,8.970199966430664,0.9971906677999651,,,,,,-0.22156154347935175,91851600.0,0.67558975564933,,,,,-0.016601396746440567
2012-01-12 05:00:00,8.970999717712402,8.974499702453613,8.787500381469727,8.796500205993652,8.796500205993652,107716000,0.0,0.0,-0.0166013967464405,,,,1812206583808,2012-01-12 05:00:00+00:00,2012-01-12,-0.016601396746440567,-0.002453475274501793,0.004368229785934874,-0.02217834655295914,0.0005633614552025268,8.953400039672852,0.9824759495851888,,,,,,0.7358429754729752,98158400.0,1.097369150271398,,,,,0.014153278925527424
2012-01-13 05:00:00,8.790499687194824,8.9399995803833,8.675000190734863,8.920999526977539,8.920999526977539,95070000,0.0,0.0,0.0141532789255274,,,,1812206583808,2012-01-13 05:00:00+00:00,2012-01-13,0.014153278925527424,-0.016601396746440567,-0.002453475274501793,0.004368229785934874,0.028151568550235817,8.911499977111816,1.0010659877562835,,,,,,-0.1174013145679379,89138800.0,1.066538925810085,,,,,0.01815947368207249
2012-01-17 05:00:00,9.00749969482422,9.164999961853027,8.92549991607666,9.083000183105469,9.083000183105469,112890000,0.0,0.0,0.0181594736820724,,,,1812206583808,2012-01-17 05:00:00+00:00,2012-01-17,0.01815947368207249,0.014153278925527424,-0.016601396746440567,-0.002453475274501793,-0.02217834655295914,8.942499923706055,1.0157115192170094,8.947849941253661,1.0151042141675515,,,,0.18744083307036918,91489200.0,1.2339161343634002,96125400.0,1.174403435512362,,,0.04282725213287897
