Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Daily Return,MA20,MA50,Volatility,Market Cap,Dividend Yield
2025-01-02 00:00:00-05:00,248.92999267578125,249.10000610351562,241.82000732421875,243.85000610351562,243.5821990966797,55740700,0.0,0.0,,,,,2829863354368,0.53
2025-01-03 00:00:00-05:00,243.36000061035156,244.17999267578125,241.88999938964844,243.36000061035156,243.0927276611328,40244100,0.0,0.0,-0.002009471288797249,,,,2829863354368,0.53
2025-01-06 00:00:00-05:00,244.30999755859375,247.3300018310547,243.1999969482422,245.0,244.73092651367188,45045600,0.0,0.0,0.006738987497901139,,,,2829863354368,0.53
2025-01-07 00:00:00-05:00,242.97999572753906,245.5500030517578,241.35000610351562,242.2100067138672,241.94400024414062,40856000,0.0,0.0,-0.011387715926354569,,,,2829863354368,0.53
2025-01-08 00:00:00-05:00,241.9199981689453,243.7100067138672,240.0500030517578,242.6999969482422,242.43344116210938,37628900,0.0,0.0,0.0020229512510121506,,,,2829863354368,0.53
2025-01-10 00:00:00-05:00,240.00999450683594,240.16000366210938,233.0,236.85000610351562,236.58987426757812,61710900,0.0,0.0,-0.024103798826267564,,,,2829863354368,0.53
2025-01-13 00:00:00-05:00,233.52999877929688,234.6699981689453,229.72000122070312,234.39999389648438,234.14256286621094,49630700,0.0,0.0,-0.010344108804078989,,,,2829863354368,0.53
2025-01-14 00:00:00-05:00,234.75,236.1199951171875,232.47000122070312,233.27999877929688,233.02378845214844,39435300,0.0,0.0,-0.004778176169113579,,,,2829863354368,0.53
2025-01-15 00:00:00-05:00,234.63999938964844,238.9600067138672,234.42999267578125,237.8699951171875,237.60874938964844,39832000,0.0,0.0,0.01967593509639265,,,,2829863354368,0.53
2025-01-16 00:00:00-05:00,237.35000610351562,238.00999450683594,228.02999877929688,228.25999450683594,228.00930786132812,71759100,0.0,0.0,-0.04040020223572849,,,,2829863354368,0.53
2025-01-17 00:00:00-05:00,232.1199951171875,232.2899932861328,228.47999572753906,229.97999572753906,229.7274169921875,68488300,0.0,0.0,0.007535258744368001,,,,2829863354368,0.53
2025-01-21 00:00:00-05:00,224.0,224.4199981689453,219.3800048828125,222.63999938964844,222.39547729492188,98070400,0.0,0.0,-0.03191582351493971,,,,2829863354368,0.53
2025-01-22 00:00:00-05:00,219.7899932861328,224.1199951171875,219.7899932861328,223.8300018310547,223.58416748046875,64126500,0.0,0.0,0.005344938665144516,,,,2829863354368,0.53
2025-01-23 00:00:00-05:00,224.74000549316406,227.02999877929688,222.3000030517578,223.66000366210938,223.41436767578125,60234800,0.0,0.0,-0.0007594446717803516,,,,2829863354368,0.53
2025-01-24 00:00:00-05:00,224.77999877929688,225.6300048828125,221.41000366210938,222.77999877929688,222.5353240966797,54697900,0.0,0.0,-0.003934588398438299,,,,2829863354368,0.53
2025-01-27 00:00:00-05:00,224.02000427246094,232.14999389648438,223.97999572753906,229.86000061035156,229.6075439453125,94863400,0.0,0.0,0.03178021232063055,,,,2829863354368,0.53
2025-01-28 00:00:00-05:00,230.85000610351562,240.19000244140625,230.80999755859375,238.25999450683594,237.99832153320312,75707600,0.0,0.0,0.03654399783087747,,,,2829863354368,0.53
2025-01-29 00:00:00-05:00,234.1199951171875,239.86000061035156,234.00999450683594,239.36000061035156,239.0971221923828,45486100,0.0,0.0,0.0046168420520831255,,,,2829863354368,0.53
2025-01-30 00:00:00-05:00,238.6699981689453,240.7899932861328,237.2100067138672,237.58999633789062,237.3290557861328,55658300,0.0,0.0,-0.0073947623879278,,,,2829863354368,0.53
2025-01-31 00:00:00-05:00,247.19000244140625,247.19000244140625,233.44000244140625,236.0,235.74081420898438,101075100,0.0,0.0,-0.006692149732309471,234.32935943603516,,,2829863354368,0.53
2025-02-03 00:00:00-05:00,229.99000549316406,231.8300018310547,225.6999969482422,228.00999450683594,227.75958251953125,73063300,0.0,0.0,-0.03385596048030004,233.53822860717773,,0.019795527820208856,2829863354368,0.53
