Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Daily Return,MA20,MA50,Volatility,Market Cap,Dividend Yield,datetime_utc,date,daily_return,return_lag_1,return_lag_2,return_lag_3,return_lag_5,ma_5,price_to_ma_5,ma_10,price_to_ma_10,ma_20,price_to_ma_20,volatility_20,volume_change,volume_ma_5,volume_to_ma_5,volume_ma_10,volume_to_ma_10,volume_ma_20,volume_to_ma_20,target_next_day_return,avg_sa_positive,avg_sa_negative,avg_sa_neutral,news_count
2012-01-03 05:00:00,14.621429443359377,14.73214340209961,14.60714340209961,14.686785697937012,12.375389099121094,302220800,0.0,0.0,,,,,2829863354368,0.53,2012-01-03 05:00:00+00:00,2012-01-03,,,,,,,,,,,,,,,,,,,,0.005374084424379477,0.0,0.0,1.0,0.0
2012-01-04 05:00:00,14.64285659790039,14.8100004196167,14.617142677307127,14.765713691711426,12.441895484924316,260022000,0.0,0.0,0.0053740844243794,,,,2829863354368,0.53,2012-01-04 05:00:00+00:00,2012-01-04,0.005374084424379477,,,,,,,,,,,,-0.13962903943077376,,,,,,,0.01110194459367797,0.0,0.0,1.0,0.0
2012-01-05 05:00:00,14.819643020629885,14.948213577270508,14.738213539123535,14.929642677307127,12.58002471923828,271269600,0.0,0.0,0.0111019445936781,,,,2829863354368,0.53,2012-01-05 05:00:00+00:00,2012-01-05,0.01110194459367797,0.005374084424379477,,,,,,,,,,,0.04325633984816668,,,,,,,0.010454084538134678,0.0,0.0,1.0,0.0
2012-01-06 05:00:00,14.991786003112791,15.098214149475098,14.972143173217772,15.08571434020996,12.71153736114502,318292800,0.0,0.0,0.0104540845381344,,,,2829863354368,0.53,2012-01-06 05:00:00+00:00,2012-01-06,0.010454084538134678,0.01110194459367797,0.005374084424379477,,,,,,,,,,0.17334489378831974,,,,,,,-0.0015863890297053151,0.0,0.0,1.0,0.0
2012-01-09 05:00:00,15.196429252624512,15.276785850524902,15.048213958740234,15.061785697937012,12.69137191772461,394024400,0.0,0.0,-0.0015863890297053,,,,2829863354368,0.53,2012-01-09 05:00:00+00:00,2012-01-09,-0.0015863890297053151,0.010454084538134678,0.01110194459367797,0.005374084424379477,,12.560043716430664,1.0104560305886632,,,,,,0.23793060980330072,309165920.0,1.2744755308088291,,,,,0.003580738853135701,0.0,0.0,1.0,0.0
2012-01-10 05:00:00,15.211071014404297,15.214285850524902,15.053570747375488,15.115714073181152,12.73681640625,258196400,0.0,0.0,0.0035807388531357,,,,2829863354368,0.53,2012-01-10 05:00:00+00:00,2012-01-10,0.003580738853135701,-0.0015863890297053151,0.010454084538134678,0.01110194459367797,,12.632329177856445,1.0082714143150033,,,,,,-0.344719768623466,300361040.0,0.8596201424791977,,,,,-0.0016304868698485686,0.0,0.0,1.0,0.0
2012-01-11 05:00:00,15.09571361541748,15.10178565979004,14.975357055664062,15.091071128845217,12.716049194335938,215084800,0.0,0.0,-0.0016304868698485,,,,2829863354368,0.53,2012-01-11 05:00:00+00:00,2012-01-11,-0.0016304868698485686,0.003580738853135701,-0.0015863890297053151,0.010454084538134678,0.005374084424379477,12.68715991973877,1.0022770481951773,,,,,,-0.16697211889863683,291373600.0,0.7381753185600892,,,,,-0.0027450654519840523,0.0,0.0,1.0,0.0
2012-01-12 05:00:00,15.081428527832031,15.103570938110352,14.95535659790039,15.049642562866213,12.681142807006836,212587200,0.0,0.0,-0.002745065451984,,,,2829863354368,0.53,2012-01-12 05:00:00+00:00,2012-01-12,-0.0027450654519840523,-0.0016304868698485686,0.003580738853135701,-0.0015863890297053151,0.01110194459367797,12.70738353729248,0.997935001315681,,,,,,-0.011612164132472347,279637120.0,0.7602252519264967,,,,,-0.003749677938311824,0.0,0.0,1.0,0.0
2012-01-13 05:00:00,14.989286422729492,15.016071319580078,14.952142715454102,14.993213653564451,12.63359260559082,226021600,0.0,0.0,-0.0037496779383118,,,,2829863354368,0.53,2012-01-13 05:00:00+00:00,2012-01-13,-0.003749677938311824,-0.0027450654519840523,-0.0016304868698485686,0.003580738853135701,0.010454084538134678,12.69179458618164,0.9954142040201165,,,,,,0.06319477372108961,261182880.0,0.865376781204036,,,,,0.011648049765982327,0.0,0.0,1.0,0.0
2012-01-17 05:00:00,15.149999618530272,15.213929176330566,15.105713844299316,15.16785717010498,12.780749320983888,242897200,0.0,0.0,0.0116480497659821,,,,2829863354368,0.53,2012-01-17 05:00:00+00:00,2012-01-17,0.011648049765982327,-0.003749677938311824,-0.0027450654519840523,-0.0016304868698485686,-0.0015863890297053151,12.709670066833496,1.0055925333841573,12.63485689163208,1.0115468208783933,,,,0.07466366046430961,230957440.0,1.0516967974705642,270061680.0,0.8994137931749517,,,0.010383994074731229,0.0,0.0,1.0,0.0
2012-01-18 05:00:00,15.248571395874023,15.338213920593262,15.225000381469728,15.325357437133787,12.913464546203612,276791200,0.0,0.0,0.0103839940747316,,,,2829863354368,0.53,2012-01-18 05:00:00+00:00,2012-01-18,0.010383994074731229,0.011648049765982327,-0.003749677938311824,-0.0027450654519840523,0.003580738853135701,12.74499969482422,1.013218113410219,12.688664436340332,1.0177166092610546,,,,0.13954051343531337,234676400.0,1.179459033801439,267518720.0,1.0346610510098135,,,-0.00316954401857672,0.0,0.0,1.0,0.0
2012-01-19 05:00:00,15.362500190734863,15.406070709228516,15.232500076293944,15.276785850524902,12.87253475189209,261738400,0.0,0.0,-0.0031695440185768,,,,2829863354368,0.53,2012-01-19 05:00:00+00:00,2012-01-19,-0.00316954401857672,0.010383994074731229,0.011648049765982327,-0.003749677938311824,-0.0016304868698485686,12.776296806335449,1.0075325383415419,12.73172836303711,1.01105948735631,,,,-0.05438323183685034,244007120.0,1.0726670598792363,267690360.0,0.9777655048915471,,,-0.01741650195501765,0.0,0.0,1.0,0.0
