Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Daily Return,MA20,MA50,Volatility,Market Cap
2012-01-03 05:00:00,1.929332971572876,1.9666670560836792,1.8433330059051516,1.871999979019165,1.871999979019165,13921500,0.0,0.0,,,,,770131361792
2012-01-04 05:00:00,1.880666971206665,1.911332964897156,1.8333330154418943,1.8473329544067385,1.8473329544067385,9451500,0.0,0.0,-0.0131768295346621,,,,770131361792
2012-01-05 05:00:00,1.8506669998168943,1.861999988555908,1.7899999618530271,1.807999968528748,1.807999968528748,15082500,0.0,0.0,-0.0212917686463414,,,,770131361792
2012-01-06 05:00:00,1.8133330345153809,1.852666974067688,1.7606669664382937,1.7940000295639038,1.7940000295639038,14794500,0.0,0.0,-0.007743329208261,,,,770131361792
2012-01-09 05:00:00,1.7999999523162842,1.8326669931411743,1.7413330078125,1.816666960716248,1.816666960716248,13455000,0.0,0.0,0.012634855506582,,,,770131361792
2012-01-10 05:00:00,1.829332947731018,1.8506669998168943,1.816666960716248,1.841333031654358,1.841333031654358,10077000,0.0,0.0,0.0135776515296923,,,,770131361792
2012-01-11 05:00:00,1.841333031654358,1.8919999599456787,1.8200000524520876,1.8819999694824217,1.8819999694824217,10084500,0.0,0.0,0.0220855962115265,,,,770131361792
2012-01-12 05:00:00,1.8986669778823853,1.9079999923706052,1.8539999723434448,1.8833329677581787,1.8833329677581787,10939500,0.0,0.0,0.0007082881495068,,,,770131361792
2012-01-13 05:00:00,1.8933329582214355,1.899999976158142,1.5093330144882202,1.519333004951477,1.519333004951477,82506000,0.0,0.0,-0.1932743540511523,,,,770131361792
2012-01-17 05:00:00,1.7746670246124268,1.8226670026779173,1.7606669664382937,1.773332953453064,1.773332953453064,69774000,0.0,0.0,0.1671785893374302,,,,770131361792
2012-01-18 05:00:00,1.779332995414734,1.7920000553131104,1.75,1.7873330116271973,1.7873330116271973,18903000,0.0,0.0,0.0078947713382713,,,,770131361792
2012-01-19 05:00:00,1.8126670122146609,1.8493330478668213,1.77400004863739,1.784000039100647,1.784000039100647,18694500,0.0,0.0,-0.0018647742221892,,,,770131361792
2012-01-20 05:00:00,1.7933330535888672,1.7999999523162842,1.7599999904632568,1.773332953453064,1.773332953453064,9934500,0.0,0.0,-0.0059793079673701,,,,770131361792
2012-01-23 05:00:00,1.7873330116271973,1.8140000104904173,1.773332953453064,1.7846670150756836,1.7846670150756836,8919000,0.0,0.0,0.006391389502208,,,,770131361792
2012-01-24 05:00:00,1.775333046913147,1.8453329801559448,1.762666940689087,1.8279999494552608,1.8279999494552608,12870000,0.0,0.0,0.0242806831826496,,,,770131361792
