Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Daily Return,MA20,MA50,Volatility,Market Cap,Dividend Yield
2012-01-03 05:00:00,24.342500686645508,24.497499465942383,24.174999237060547,24.20249938964844,20.615123748779297,10944400,0.0,0.0,,,,,84500430848,2.79
2012-01-04 05:00:00,24.177499771118164,24.6875,24.127500534057617,24.55500030517578,20.915380477905277,9440800,0.0,0.0,0.0145648763880816,,,,84500430848,2.79
2012-01-05 05:00:00,24.44750022888184,24.645000457763672,24.25,24.540000915527344,20.902606964111328,8393200,0.0,0.0,-0.0006107234724913,,,,84500430848,2.79
2012-01-06 05:00:00,24.482500076293945,24.625,24.3799991607666,24.497499465942383,20.86640167236328,7760800,0.0,0.0,-0.0017320945569234,,,,84500430848,2.79
2012-01-09 05:00:00,24.524999618530277,24.732500076293945,24.424999237060547,24.587499618530277,20.943063735961918,10045600,0.0,0.0,0.0036739474683922,,,,84500430848,2.79
2012-01-10 05:00:00,24.707500457763672,24.732500076293945,24.420000076293945,24.61750030517578,20.96861457824707,9812400,0.0,0.0,0.0012200145407226,,,,84500430848,2.79
2012-01-11 05:00:00,24.5674991607666,24.649999618530277,24.44750022888184,24.53499984741211,20.898345947265625,7002800,0.0,0.0,-0.0033511337012385,,,,84500430848,2.79
2012-01-12 05:00:00,24.57250022888184,24.78499984741211,24.434999465942383,24.774999618530277,21.102767944335938,7516400,0.0,0.0,0.0097817309363212,,,,84500430848,2.79
2012-01-13 05:00:00,24.59749984741211,24.732500076293945,24.51000022888184,24.575000762939453,20.932418823242188,6534000,0.0,0.0,-0.0080723591115199,,,,84500430848,2.79
2012-01-17 05:00:00,24.674999237060547,24.86000061035156,24.512500762939453,24.809999465942383,21.132577896118164,8242000,0.0,0.0,0.0095621568900452,,,,84500430848,2.79
2012-01-18 05:00:00,24.70249938964844,25.280000686645508,24.674999237060547,25.21500015258789,21.47754669189453,12278800,0.0,0.0,0.0163240281177305,,,,84500430848,2.79
2012-01-19 05:00:00,25.184999465942383,25.49250030517578,25.1299991607666,25.395000457763672,21.630868911743164,9158000,0.0,0.0,0.0071387212910354,,,,84500430848,2.79
2012-01-20 05:00:00,25.387500762939453,25.5,25.2549991607666,25.440000534057617,21.669198989868164,8949600,0.0,0.0,0.0017720082480916,,,,84500430848,2.79
2012-01-23 05:00:00,25.479999542236328,25.74250030517578,25.292499542236328,25.38999938964844,21.62661361694336,8329600,0.0,0.0,-0.0019652490590315,,,,84500430848,2.79
2012-01-24 05:00:00,25.334999084472656,25.59499931335449,25.2549991607666,25.552499771118164,21.76502990722656,6564400,0.0,0.0,0.0064002757313221,,,,84500430848,2.79
2012-01-25 05:00:00,25.479999542236328,25.82250022888184,25.47249984741211,25.802499771118164,21.97797393798828,11383600,0.0,0.0,0.0097837692697595,,,,84500430848,2.79
2012-01-26 05:00:00,25.75,25.80500030517578,25.44750022888184,25.575000762939453,21.78419303894043,7528000,0.0,0.0,-0.0088170501791753,,,,84500430848,2.79
2012-01-27 05:00:00,25.542499542236328,25.65749931335449,25.375,25.52750015258789,21.743730545043945,6934000,0.0,0.0,-0.0018574245015252,,,,84500430848,2.79
2012-01-30 05:00:00,25.362499237060547,26.037500381469727,25.217500686645508,25.84749984741211,22.01630401611328,11892000,0.0,0.0,0.0125357270457651,,,,84500430848,2.79
2012-01-31 05:00:00,26.14249992370605,26.23500061035156,25.864999771118164,25.997499465942383,22.144062042236328,24751600,0.0,0.0,0.0058028825378475,21.355641174316407,,,84500430848,2.79
2012-02-01 05:00:00,26.102500915527344,26.207500457763672,25.934999465942383,25.9375,22.092960357666016,10000400,0.0,0.0,-0.0023076924402055,21.429533004760746,,0.007213058602648,84500430848,2.79
2012-02-02 05:00:00,26.0,26.04750061035156,25.64249992370605,25.70499992370605,21.89491844177246,9372800,0.0,0.0,-0.0089640280291742,21.4785099029541,,0.0072308357772967,84500430848,2.79
2012-02-03 05:00:00,25.875,26.0,25.774999618530277,25.875,22.039718627929688,13192000,0.0,0.0,0.0066134151877437,21.535365486145015,,0.0072573345611903,84500430848,2.79
2012-02-06 05:00:00,25.76000022888184,25.96500015258789,25.670000076293945,25.864999771118164,22.03120422363281,6230400,0.0,0.0,-0.0003863209163698,21.593605613708498,,0.0072204469796982,84500430848,2.79
2012-02-07 05:00:00,25.80500030517578,26.174999237060547,25.739999771118164,26.0575008392334,22.19517135620117,5231200,0.0,0.0,0.0074424952401137,21.65621099472046,,0.0072947724568581,84500430848,2.79
2012-02-08 05:00:00,26.1299991607666,26.665000915527344,26.1299991607666,26.482500076293945,22.557174682617188,11142800,0.0,0.0,0.0163100036763119,21.735638999938963,,0.0078662871732894,84500430848,2.79
2012-02-09 05:00:00,26.4375,26.545000076293945,26.30500030517578,26.440000534057617,22.520984649658203,5847600,0.0,0.0,-0.0016043690518952,21.816770935058592,,0.007793386753343,84500430848,2.79
2012-02-10 05:00:00,26.26749992370605,26.397499084472656,26.190000534057617,26.352500915527344,22.44645118713379,6210000,0.0,0.0,-0.0033095117146907,21.883955097198488,,0.0078120406168092,84500430848,2.79
2012-02-13 05:00:00,26.450000762939453,26.482500076293945,26.155000686645508,26.30500030517578,22.405988693237305,5875200,0.0,0.0,-0.001802623210197,21.957633590698244,,0.0074569942580847,84500430848,2.79
2012-02-14 05:00:00,26.19750022888184,26.65999984741211,26.07250022888184,26.65749931335449,22.706239700317383,9526000,0.0,0.0,0.013400480165854,22.036316680908204,,0.0076693911786966,84500430848,2.79
2012-02-15 05:00:00,26.737499237060547,26.90749931335449,26.57749938964844,26.649999618530277,22.699861526489254,9935200,0.0,0.0,-0.0002808996078745,22.09743242263794,,0.0071000076062153,84500430848,2.79
2012-02-16 05:00:00,26.61750030517578,26.857500076293945,26.387500762939453,26.540000915527344,22.60615539550781,6658000,0.0,0.0,-0.0041280485729878,22.14619674682617,,0.007183720365535,84500430848,2.79
2012-02-17 05:00:00,26.684999465942383,26.8700008392334,26.56999969482422,26.670000076293945,22.716886520385746,6957200,0.0,0.0,0.0048982731889002,22.19858112335205,,0.0072071614476796,84500430848,2.79
2012-02-21 05:00:00,26.647499084472656,26.795000076293945,26.177499771118164,26.237499237060547,22.34848976135254,7308800,0.0,0.0,-0.0162168683944698,22.23467493057251,,0.0082842943173572,84500430848,2.79
2012-02-22 05:00:00,26.26499938964844,26.559999465942383,26.2450008392334,26.4325008392334,22.51459503173828,6237200,0.0,0.0,0.0074325053799828,22.272153186798096,,0.0083184233962107,84500430848,2.79
