Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Daily Return,MA20,MA50,Volatility,Market Cap
2012-01-03 05:00:00,8.794500350952148,8.973999977111816,8.77750015258789,8.951499938964844,8.951499938964844,102216000,0.0,0.0,,,,,1812206583808
2012-01-04 05:00:00,8.96049976348877,9.024999618530272,8.803500175476074,8.875499725341797,8.875499725341797,84104000,0.0,0.0,-0.0084902210960452,,,,1812206583808
2012-01-05 05:00:00,8.79699993133545,8.912500381469727,8.702500343322754,8.880499839782715,8.880499839782715,76182000,0.0,0.0,0.0005633614552025,,,,1812206583808
2012-01-06 05:00:00,8.903499603271484,9.232500076293944,8.875,9.130499839782717,9.130499839782717,140168000,0.0,0.0,0.0281515685502355,,,,1812206583808
2012-01-09 05:00:00,9.137999534606934,9.218500137329102,8.850000381469727,8.928000450134277,8.928000450134277,101138000,0.0,0.0,-0.022178346552959,,,,1812206583808
2012-01-10 05:00:00,9.05500030517578,9.119999885559082,8.854999542236328,8.967000007629395,8.967000007629395,79716000,0.0,0.0,0.0043682297859348,,,,1812206583808
2012-01-11 05:00:00,8.982000350952148,9.03849983215332,8.909500122070312,8.944999694824219,8.944999694824219,62054000,0.0,0.0,-0.0024534752745017,,,,1812206583808
2012-01-12 05:00:00,8.970999717712402,8.974499702453613,8.787500381469727,8.796500205993652,8.796500205993652,107716000,0.0,0.0,-0.0166013967464405,,,,1812206583808
2012-01-13 05:00:00,8.790499687194824,8.9399995803833,8.675000190734863,8.920999526977539,8.920999526977539,95070000,0.0,0.0,0.0141532789255274,,,,1812206583808
2012-01-17 05:00:00,9.00749969482422,9.164999961853027,8.92549991607666,9.083000183105469,9.083000183105469,112890000,0.0,0.0,0.0181594736820724,,,,1812206583808
2012-01-18 05:00:00,9.097000122070312,9.512499809265137,9.055999755859377,9.472000122070312,9.472000122070312,149470000,0.0,0.0,0.0428272521328789,,,,1812206583808
2012-01-19 05:00:00,9.543999671936035,9.79699993133545,9.517999649047852,9.72249984741211,9.72249984741211,141920000,0.0,0.0,0.026446338905562,,,,1812206583808
2012-01-20 05:00:00,9.535499572753906,9.645000457763672,9.45199966430664,9.546500205993652,9.546500205993652,112206000,0.0,0.0,-0.0181023033356286,,,,1812206583808
2012-01-23 05:00:00,9.53950023651123,9.58650016784668,9.261500358581545,9.304499626159668,9.304499626159668,91706000,0.0,0.0,-0.025349664757986,,,,1812206583808
2012-01-24 05:00:00,9.25,9.420499801635742,9.190999984741213,9.350000381469728,9.350000381469728,93476000,0.0,0.0,0.0048901883108396,,,,1812206583808
2012-01-25 05:00:00,9.349499702453612,9.408499717712402,9.23050022125244,9.390000343322754,9.390000343322754,86128000,0.0,0.0,0.0042780706118794,,,,1812206583808
2012-01-26 05:00:00,9.46500015258789,9.74250030517578,9.43649959564209,9.666000366210938,9.666000366210938,117472000,0.0,0.0,0.0293929726088293,,,,1812206583808
2012-01-27 05:00:00,9.654500007629396,9.824999809265137,9.616499900817873,9.768500328063965,9.768500328063965,93180000,0.0,0.0,0.0106041752503271,,,,1812206583808
2012-01-30 05:00:00,9.684000015258787,9.75,9.506500244140623,9.607500076293944,9.607500076293944,108482000,0.0,0.0,-0.0164815730524655,,,,1812206583808
2012-01-31 05:00:00,9.699999809265137,9.781499862670898,9.484999656677246,9.722000122070312,9.722000122070312,255444000,0.0,0.0,0.0119177772435195,9.2514000415802,,,1812206583808
