Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Daily Return,MA20,MA50,Volatility,Market Cap,Dividend Yield,datetime_utc,date,daily_return,return_lag_1,return_lag_2,return_lag_3,return_lag_5,ma_5,price_to_ma_5,ma_10,price_to_ma_10,ma_20,price_to_ma_20,volatility_20,volume_change,volume_ma_5,volume_to_ma_5,volume_ma_10,volume_to_ma_10,volume_ma_20,volume_to_ma_20,target_next_day_return
2012-01-03 05:00:00,0.3574999868869781,0.3600000143051147,0.3502500057220459,0.3510000109672546,0.3218672573566437,468044000,0.0,0.0,,,,,2301163732992,0.04,2012-01-03 05:00:00+00:00,2012-01-03,,,,,,,,,,,,,,,,,,,,0.011396219266295748
2012-01-04 05:00:00,0.3512499928474426,0.3564999997615814,0.3479999899864197,0.3549999892711639,0.3255353271961212,347372000,0.0,0.0,0.0113962192662957,,,,2301163732992,0.04,2012-01-04 05:00:00+00:00,2012-01-04,0.011396219266295748,,,,,,,,,,,,-0.2578219141790088,,,,,,,0.03591536253314409
2012-01-05 05:00:00,0.3532499969005584,0.3695000112056732,0.351749986410141,0.3677499890327453,0.3372270464897156,563548000,0.0,0.0,0.035915362533144,,,,2301163732992,0.04,2012-01-05 05:00:00+00:00,2012-01-05,0.03591536253314409,0.011396219266295748,,,,,,,,,,,0.6223184367191368,,,,,,,-0.01155684142635982
2012-01-06 05:00:00,0.3675000071525574,0.3677499890327453,0.359250009059906,0.3634999990463257,0.3333297669887543,533252000,0.0,0.0,-0.0115568414263598,,,,2301163732992,0.04,2012-01-06 05:00:00+00:00,2012-01-06,-0.01155684142635982,0.03591536253314409,0.011396219266295748,,,,,,,,,,-0.053759395827862044,,,,,,,0.0
2012-01-09 05:00:00,0.363750010728836,0.3704999983310699,0.3610000014305115,0.3634999990463257,0.3333297669887543,508244000,0.0,0.0,0.0,,,,2301163732992,0.04,2012-01-09 05:00:00+00:00,2012-01-09,0.0,-0.01155684142635982,0.03591536253314409,0.011396219266295748,,0.3302578330039978,1.009301623391683,,,,,,-0.046897151815651905,484092000.0,1.0498913429678656,,,,,-0.004126354496516882
2012-01-10 05:00:00,0.3689999878406524,0.3692499995231628,0.359499990940094,0.3619999885559082,0.3319543302059173,546328000,0.0,0.0,-0.0041263544965166,,,,2301163732992,0.04,2012-01-10 05:00:00+00:00,2012-01-10,-0.004126354496516882,0.0,-0.01155684142635982,0.03591536253314409,,0.3322752475738525,0.9990341821418284,,,,,,0.07493251273010593,499748800.0,1.093205226305696,,,,,-0.020027851049405854
2012-01-11 05:00:00,0.3587499856948852,0.3619999885559082,0.3532499969005584,0.3547500073909759,0.3253059983253479,484272000,0.0,0.0,-0.020027851049406,,,,2301163732992,0.04,2012-01-11 05:00:00+00:00,2012-01-11,-0.020027851049405854,-0.004126354496516882,0.0,-0.01155684142635982,0.011396219266295748,0.33222938179969785,0.9791608332867919,,,,,,-0.1135874419762487,527128800.0,0.918697669336223,,,,,-0.006342656441901018
2012-01-12 05:00:00,0.3555000126361847,0.3557499945163727,0.3447499871253967,0.3524999916553497,0.3232426941394806,652364000,0.0,0.0,-0.006342656441901,,,,2301163732992,0.04,2012-01-12 05:00:00+00:00,2012-01-12,-0.006342656441901018,-0.020027851049405854,-0.004126354496516882,0.0,0.03591536253314409,0.3294325113296509,0.9812106668974867,,,,,,0.34710245481877955,544892000.0,1.1972354154584761,,,,,-0.026240650548923883
2012-01-13 05:00:00,0.3499999940395355,0.3507499992847442,0.3415000140666961,0.3432500064373016,0.3147605955600738,504300000,0.0,0.0,-0.0262406505489236,,,,2301163732992,0.04,2012-01-13 05:00:00+00:00,2012-01-13,-0.026240650548923883,-0.006342656441901018,-0.020027851049405854,-0.004126354496516882,-0.01155684142635982,0.3257186770439148,0.9663572209512458,,,,,,-0.22696531384319185,539101600.0,0.9354451925202967,,,,,-0.015295201594680452
2012-01-17 05:00:00,0.3485000133514404,0.3485000133514404,0.3375000059604645,0.3379999995231628,0.3099462687969208,627176000,0.0,0.0,-0.0152952015946806,,,,2301163732992,0.04,2012-01-17 05:00:00+00:00,2012-01-17,-0.015295201594680452,-0.026240650548923883,-0.006342656441901018,-0.020027851049405854,0.0,0.3210419774055481,0.9654384492074974,0.32564990520477294,0.9517775495804996,,,,0.2436565536387072,562888000.0,1.1142109975696763,523490000.0,1.198066820760664,,,0.034023806183630656
2012-01-18 05:00:00,0.3445000052452087,0.3522500097751617,0.3427500128746032,0.3495000004768371,0.3204918205738067,632676000,0.0,0.0,0.0340238061836308,,,,2301163732992,0.04,2012-01-18 05:00:00+00:00,2012-01-18,0.034023806183630656,-0.015295201594680452,-0.026240650548923883,-0.006342656441901018,-0.004126354496516882,0.3187494754791259,1.0054661896841142,0.32551236152648927,0.9845764967906634,,,,0.00876946821944724,580157600.0,1.0905243678614225,539953200.0,1.1717237716157622,,,0.02646616057529161
2012-01-19 05:00:00,0.3524999916553497,0.359250009059906,0.3487499952316284,0.3587499856948852,0.3289740085601806,608312000,0.0,0.0,0.0264661605752916,,,,2301163732992,0.04,2012-01-19 05:00:00+00:00,2012-01-19,0.02646616057529161,0.034023806183630656,-0.015295201594680452,-0.026240650548923883,-0.020027851049405854,0.3194830775260925,1.0297071478952213,0.3258562296628952,1.009567958545739,,,,-0.0385094424318293,604965600.0,1.0055315541908498,566047200.0,1.074666564908368,,,-0.00905917233952036
2012-01-20 05:00:00,0.3582499921321869,0.3625000119209289,0.3542500138282776,0.3555000126361847,0.3259937763214111,546272000,0.0,0.0,-0.0090591723395203,,,,2301163732992,0.04,2012-01-20 05:00:00+00:00,2012-01-20,-0.00905917233952036,0.02646616057529161,0.034023806183630656,-0.015295201594680452,-0.006342656441901018,0.3200332939624786,1.0186245696037841,0.3247329026460647,1.0038828023433173,,,,-0.10198713817909233,583747200.0,0.9358023473174689,564319600.0,0.9680188318817918,,,0.027426247900084855
2012-01-23 05:00:00,0.3557499945163727,0.3655000030994415,0.3512499928474426,0.3652499914169311,0.3349345624446869,562792000,0.0,0.0,0.0274262479000846,,,,2301163732992,0.04,2012-01-23 05:00:00+00:00,2012-01-23,0.027426247900084855,-0.00905917233952036,0.02646616057529161,0.034023806183630656,-0.026240650548923883,0.32406808733940123,1.0335314569061687,0.324893382191658,1.0309060781272101,,,,0.030241344971003503,595445600.0,0.9451610692899569,567273600.0,0.9920997557439655,,,0.02258745554026187
2012-01-24 05:00:00,0.3627499938011169,0.375,0.3625000119209289,0.3734999895095825,0.3424998819828033,730920000,0.0,0.0,0.0225874555402618,,,,2301163732992,0.04,2012-01-24 05:00:00+00:00,2012-01-24,0.02258745554026187,0.027426247900084855,-0.00905917233952036,0.02646616057529161,-0.015295201594680452,0.33057880997657774,1.0360612103572826,0.3258103936910629,1.0512245422948832,,,,0.29873914341355245,616194400.0,1.1861841003423594,589541200.0,1.2398115687249678,,,-0.006024247873962496
2012-01-25 05:00:00,0.3634999990463257,0.3722499907016754,0.3529999852180481,0.3712500035762787,0.340436577796936,1274152000,0.0,0.0,-0.0060242478739624,,,,2301163732992,0.04,2012-01-25 05:00:00+00:00,2012-01-25,-0.006024247873962496,0.02258745554026187,0.027426247900084855,-0.00905917233952036,0.034023806183630656,0.3345677614212036,1.0175414880106868,0.32665861845016475,1.0421784657393731,,,,0.7432167679089368,744489600.0,1.7114436521342944,662323600.0,1.9237605303510248,,,-0.009427692312001912
2012-01-26 05:00:00,0.3767499923706054,0.3810000121593475,0.3657500147819519,0.3677499890327453,0.3372270464897156,799672000,0.0,0.0,-0.009427692312002,,,,2301163732992,0.04,2012-01-26 05:00:00+00:00,2012-01-26,-0.009427692312001912,-0.006024247873962496,0.02258745554026187,0.027426247900084855,0.02646616057529161,0.33621836900711055,1.0030000665507472,0.32785072326660153,1.0285993672049625,,,,-0.3723888515655903,782761600.0,1.0216035124870715,693863600.0,1.1524916424496112,,,0.01359670511022859
2012-01-27 05:00:00,0.3655000030994415,0.3747499883174896,0.3625000119209289,0.3727500140666961,0.3418122231960296,449996000,0.0,0.0,0.0135967051102288,,,,2301163732992,0.04,2012-01-27 05:00:00+00:00,2012-01-27,0.01359670511022859,-0.009427692312001912,-0.006024247873962496,0.02258745554026187,-0.00905917233952036,0.3393820583820343,1.0071605577076788,0.32970767617225644,1.0367129669660744,,,,-0.4372742824558069,763506400.0,0.5893807831866242,673626800.0,0.6680197403072443,,,-0.007378121535592808
2012-01-30 05:00:00,0.3662500083446502,0.371749997138977,0.3607499897480011,0.3700000047683716,0.3392902910709381,399076000,0.0,0.0,-0.007378121535593,,,,2301163732992,0.04,2012-01-30 05:00:00+00:00,2012-01-30,-0.007378121535592808,0.01359670511022859,-0.009427692312001912,-0.006024247873962496,0.027426247900084855,0.3402532041072845,0.9971700103783806,0.33216064572334286,1.0214644493241187,,,,-0.11315656139165686,730763200.0,0.546108506832309,663104400.0,0.6018298174465438,,,-0.002026932127199399
2012-01-31 05:00:00,0.3709999918937683,0.3712500035762787,0.3627499938011169,0.3692499995231628,0.3386025726795196,357900000,0.0,0.0,-0.0020269321271991,0.3303380906581878,,,2301163732992,0.04,2012-01-31 05:00:00+00:00,2012-01-31,-0.002026932127199399,-0.007378121535592808,0.01359670511022859,-0.009427692312001912,0.02258745554026187,0.3394737422466278,0.9974337645046041,0.33502627611160274,1.0106746748625937,0.3303380906581878,1.025018253283674,,-0.10317834196995057,656159200.0,0.5454468976431329,636176800.0,0.5625794590434608,579833400.0,0.6172462641855402,0.010832877045582778
2012-02-01 05:00:00,0.3734999895095825,0.3774999976158142,0.3682500123977661,0.3732500076293945,0.3422706127166748,428020000,0.0,0.0,0.0108328770455825,0.3313582584261894,,0.018372109054688,2301163732992,0.04,2012-02-01 05:00:00+00:00,2012-02-01,0.010832877045582778,-0.002026932127199399,-0.007378121535592808,0.01359670511022859,-0.006024247873962496,0.33984054923057555,1.0071505989841445,0.33720415532588954,1.0150248960778339,0.3313582584261894,1.0329321935186238,0.018372109054688026,0.19592064822576138,486932800.0,0.8790124633214275,615711200.0,0.6951635766898507,577832200.0,0.7407340747019636,0.037508524387584785
2012-02-02 05:00:00,0.3752500116825104,0.3887499868869781,0.3714999854564667,0.387250006198883,0.3551086783409118,696236000,0.0,0.0,0.037508524387585,0.3328369259834289,,0.0198507956221456,2301163732992,0.04,2012-02-02 05:00:00+00:00,2012-02-02,0.037508524387584785,0.010832877045582778,-0.002026932127199399,-0.007378121535592808,-0.009427692312001912,0.3434168756008148,1.034045510197022,0.33981762230396273,1.0449978312874881,0.3328369259834289,1.0669149082292382,0.019850795622145635,0.6266436147843559,466245600.0,1.4932816524166663,624503600.0,1.1148630688437986,595275400.0,1.1696031786295888,0.0213036497930843
2012-02-03 05:00:00,0.3930000066757202,0.3987500071525574,0.3922500014305115,0.3955000042915344,0.3626737892627716,495232000,0.0,0.0,0.021303649793084,0.3341092631220818,,0.0188805584390931,2301163732992,0.04,2012-02-03 05:00:00+00:00,2012-02-03,0.0213036497930843,0.037508524387584785,0.010832877045582778,-0.002026932127199399,0.01359670511022859,0.34758918881416323,1.0433977837460109,0.34348562359809875,1.0558630823138155,0.3341092631220817,1.0854945650825987,0.01888055843909316,-0.2887009577212325,475292800.0,1.0419514034296333,619399600.0,0.7995355502328384,591859600.0,0.8367389833670013,-0.007585226873530138
